
       ====================
          >>> BTfast <<<   
       ====================

    Strategy   : MasterCode
    Symbol     : GC
    TimeFrame  : M15
    Data File  : GC/GC_M15_2010-2014_2018-2019.csv

2020-06-08 11:59:14 | (Parallel) Running optimization 348 / 1224
2020-06-08 11:59:15 | (Parallel) Running optimization 349 / 1224
2020-06-08 11:59:17 | (Parallel) Running optimization 350 / 1224
2020-06-08 11:59:20 | (Parallel) Running optimization 351 / 1224
2020-06-08 11:59:21 | (Parallel) Running optimization 352 / 1224
2020-06-08 11:59:22 | (Parallel) Running optimization 353 / 1224
2020-06-08 11:59:24 | (Parallel) Running optimization 354 / 1224
2020-06-08 11:59:27 | (Parallel) Running optimization 355 / 1224
2020-06-08 11:59:28 | (Parallel) Running optimization 356 / 1224
2020-06-08 11:59:29 | (Parallel) Running optimization 357 / 1224
2020-06-08 11:59:31 | (Parallel) Running optimization 358 / 1224
2020-06-08 11:59:34 | (Parallel) Running optimization 359 / 1224
2020-06-08 11:59:34 | (Parallel) Running optimization 360 / 1224
2020-06-08 11:59:36 | (Parallel) Running optimization 361 / 1224
2020-06-08 11:59:38 | (Parallel) Running optimization 362 / 1224
2020-06-08 11:59:41 | (Parallel) Running optimization 363 / 1224
2020-06-08 11:59:42 | (Parallel) Running optimization 364 / 1224
2020-06-08 11:59:43 | (Parallel) Running optimization 365 / 1224
2020-06-08 11:59:45 | (Parallel) Running optimization 366 / 1224
2020-06-08 11:59:47 | (Parallel) Running optimization 367 / 1224
2020-06-08 11:59:48 | (Parallel) Running optimization 368 / 1224
2020-06-08 11:59:50 | (Parallel) Running optimization 369 / 1224
2020-06-08 11:59:52 | (Parallel) Running optimization 370 / 1224
2020-06-08 11:59:54 | (Parallel) Running optimization 371 / 1224
2020-06-08 11:59:54 | (Parallel) Running optimization 372 / 1224
2020-06-08 11:59:56 | (Parallel) Running optimization 373 / 1224
2020-06-08 11:59:59 | (Parallel) Running optimization 374 / 1224
2020-06-08 12:00:01 | (Parallel) Running optimization 375 / 1224
2020-06-08 12:00:01 | (Parallel) Running optimization 376 / 1224
2020-06-08 12:00:03 | (Parallel) Running optimization 377 / 1224
2020-06-08 12:00:06 | (Parallel) Running optimization 378 / 1224
2020-06-08 12:00:08 | (Parallel) Running optimization 379 / 1224
2020-06-08 12:00:08 | (Parallel) Running optimization 380 / 1224
2020-06-08 12:00:10 | (Parallel) Running optimization 381 / 1224
2020-06-08 12:00:13 | (Parallel) Running optimization 382 / 1224
2020-06-08 12:00:15 | (Parallel) Running optimization 383 / 1224
2020-06-08 12:00:16 | (Parallel) Running optimization 384 / 1224
2020-06-08 12:00:18 | (Parallel) Running optimization 385 / 1224
2020-06-08 12:00:20 | (Parallel) Running optimization 386 / 1224
2020-06-08 12:00:21 | (Parallel) Running optimization 387 / 1224
2020-06-08 12:00:23 | (Parallel) Running optimization 388 / 1224
2020-06-08 12:00:25 | (Parallel) Running optimization 389 / 1224
2020-06-08 12:00:27 | (Parallel) Running optimization 390 / 1224
2020-06-08 12:00:28 | (Parallel) Running optimization 391 / 1224
2020-06-08 12:00:29 | (Parallel) Running optimization 392 / 1224
2020-06-08 12:00:31 | (Parallel) Running optimization 393 / 1224
2020-06-08 12:00:34 | (Parallel) Running optimization 394 / 1224
2020-06-08 12:00:35 | (Parallel) Running optimization 395 / 1224
2020-06-08 12:00:36 | (Parallel) Running optimization 396 / 1224
2020-06-08 12:00:38 | (Parallel) Running optimization 397 / 1224
2020-06-08 12:00:41 | (Parallel) Running optimization 398 / 1224
2020-06-08 12:00:42 | (Parallel) Running optimization 399 / 1224
