# TimeStamp   : 2020-08-24 10:29:49
# Strategy    : MasterCode
# Symbol      : RTY
# TimeFrame   : M10
# Date Range  : 2010-01-03 --> 2019-12-31
#
#<Strategies/MasterCode.xml>
# <?xml version='1.0' encoding='UTF-8'?>
# <!--
# === All parameters need to be INTEGER ===
# 
#  - Main node within <Inputs> and </Inputs>
# 
#  - Fixed-input parameters are with syntax:
# 
#     <Input>
#       <Name>parameter_name</Name>
#       <Value>0.5</Value>
#     </Input>
# 
#  - Optimizable parameter are with syntax:
# 
#     <OptRange>
#       <Name>parameter_name</Name>
#       <Start>1</Start>
#       <Stop>20</Stop>
#       <Step>1</Step>
#     </OptRange>
# 
# For Backtest: only the <Start> value of <OptRange> parameters is read.
# 
# Names of input variables must match those in 'mode_factory_sequential'
# 
# Names of optimization variables ("fractN_long", "fractN_short")
# and "Side_switch" must match in 'validation.cpp'
# 
# -->
# <Inputs>
#     <Input>
#         <Name>BOMR_switch</Name>        <!-- 1 = BO, 2 = MR -->
#         <Value>2</Value>
#     </Input>
#     <Input>
#         <Name>Side_switch</Name>        <!-- 1 = L, 2 = S, 3 = both -->
#         <Value>2</Value>
#     </Input>
#     <Input>
#         <Name>MyStop</Name>             <!--  Stop-Loss in USD per contract -->
#         <Value>0</Value>
#     </Input>
#     <OptRange>
#         <Name>POI_switch</Name>         <!-- 1..8:1 -->
#         <Start>1</Start>
#         <Stop>8</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Distance_switch</Name>    <!-- 1..4:1 -->
#         <Start>1</Start>
#         <Stop>4</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>fractN_long</Name>        <!-- 0..4:1 -->
#         <Start>0</Start>
#         <Stop>4</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>fractN_short</Name>       <!-- 0..4:1 -->
#         <Start>0</Start>
#         <Stop>4</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>DOW_switch</Name>         <!-- 0..5:1 -->
#         <Start>0</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Intraday_switch</Name>    <!-- 0..10:1 -->
#         <Start>0</Start>
#         <Stop>10</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Filter1L_switch</Name>    <!-- 0..56:1 -->
#         <Start>0</Start>
#         <Stop>56</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Filter1S_switch</Name>    <!-- 0..56:1 -->
#         <Start>0</Start>
#         <Stop>56</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Exit_switch</Name>        <!-- 1..5:1 -->
#         <Start>1</Start>
#         <Stop>2</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>MktRegimeL_switch</Name>  <!-- 0..8:1 -->
#         <Start>0</Start>
#         <Stop>8</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>MktRegimeS_switch</Name>  <!-- 0..8:1 -->
#         <Start>0</Start>
#         <Stop>8</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <Input>
#         <Name>DPS_switch</Name>         <!--  0 (false) or 1 (true) -->
#         <Value>0</Value>
#     </Input>
#     <Input>
#         <Name>epsilon</Name>            <!-- always 0 (used in stability test) -->
#         <Value>0</Value>
#     </Input>
# </Inputs>
#</Strategies/MasterCode.xml>
#
#  Ntrades, AvgTicks,  WinPerc,PftFactor,   NP/MDD,Expectancy,  Z-score,BOMR_switch,Side_switch,   MyStop,POI_switch,Distance_switch,fractN_long,fractN_short,DOW_switch,Intraday_switch,Filter1L_switch,Filter1S_switch,Exit_switch,MktRegimeL_switch,MktRegimeS_switch,DPS_switch,  epsilon,
      143,   -18.34,    41.96,     0.80,    -0.67,    -0.12,    -0.94,          2,          2,          0,          6,          3,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      210,    -5.84,    46.19,     0.83,    -0.80,    -0.09,    -0.96,          2,          2,          0,          8,          1,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,
      203,   -25.41,    43.84,     0.78,    -0.73,    -0.12,    -0.98,          2,          2,          0,          4,          2,          0,          3,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      202,    -6.19,    44.55,     0.82,    -0.82,    -0.10,    -0.99,          2,          2,          0,          8,          4,          0,          2,          0,          0,          0,          0,          1,          0,          0,          0,          0,
      438,    -5.78,    42.92,     0.88,    -0.77,    -0.07,    -0.99,          2,          2,          0,          7,          2,          0,          3,          0,          0,          0,          0,          1,          0,          0,          0,          0,
      227,   -24.72,    41.41,     0.80,    -0.69,    -0.12,    -0.99,          2,          2,          0,          4,          2,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      227,   -24.83,    41.85,     0.80,    -0.70,    -0.12,    -1.00,          2,          2,          0,          4,          1,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      228,   -24.87,    42.54,     0.80,    -0.69,    -0.12,    -1.00,          2,          2,          0,          4,          4,          0,          3,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      412,    -5.67,    42.72,     0.87,    -0.66,    -0.07,    -1.01,          2,          2,          0,          4,          2,          0,          3,          0,          0,          0,          0,          1,          0,          0,          0,          0,
      217,   -27.55,    41.01,     0.78,    -0.70,    -0.13,    -1.07,          2,          2,          0,          1,          1,          0,          2,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      144,    -7.53,    47.22,     0.78,    -0.76,    -0.12,    -1.08,          2,          2,          0,          3,          2,          0,          3,          0,          0,          0,          0,          1,          0,          0,          0,          0,
      326,    -6.08,    43.87,     0.85,    -0.81,    -0.08,    -1.08,          2,          2,          0,          6,          1,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,
      228,   -27.18,    42.98,     0.78,    -0.71,    -0.12,    -1.09,          2,          2,          0,          1,          4,          0,          4,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      228,   -27.55,    41.23,     0.78,    -0.69,    -0.13,    -1.11,          2,          2,          0,          4,          4,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      228,   -27.56,    40.79,     0.78,    -0.72,    -0.13,    -1.11,          2,          2,          0,          4,          1,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      228,   -28.29,    41.23,     0.77,    -0.74,    -0.13,    -1.14,          2,          2,          0,          4,          4,          0,          2,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      228,   -28.46,    41.23,     0.77,    -0.74,    -0.13,    -1.14,          2,          2,          0,          4,          2,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      230,   -28.26,    41.74,     0.78,    -0.71,    -0.13,    -1.15,          2,          2,          0,          4,          4,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      326,    -6.33,    44.17,     0.84,    -0.70,    -0.09,    -1.16,          2,          2,          0,          6,          2,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,
      229,   -29.39,    43.23,     0.77,    -0.79,    -0.13,    -1.17,          2,          2,          0,          1,          3,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      106,    -9.53,    45.28,     0.71,    -0.64,    -0.16,    -1.17,          2,          2,          0,          2,          3,          0,          3,          0,          0,          0,          0,          1,          0,          0,          0,          0,
      102,   -50.77,    43.14,     0.58,    -0.91,    -0.24,    -1.18,          2,          2,          0,          8,          1,          0,          2,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      231,   -29.98,    41.56,     0.77,    -0.73,    -0.14,    -1.21,          2,          2,          0,          2,          4,          0,          3,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      230,   -30.40,    43.48,     0.77,    -0.81,    -0.13,    -1.21,          2,          2,          0,          1,          2,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      436,    -7.05,    42.89,     0.85,    -0.88,    -0.09,    -1.24,          2,          2,          0,          7,          1,          0,          3,          0,          0,          0,          0,          1,          0,          0,          0,          0,
      205,   -32.13,    40.98,     0.73,    -0.82,    -0.16,    -1.25,          2,          2,          0,          7,          1,          0,          2,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      217,   -32.13,    41.01,     0.74,    -0.83,    -0.15,    -1.25,          2,          2,          0,          2,          1,          0,          2,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      212,   -31.50,    41.04,     0.74,    -0.82,    -0.15,    -1.25,          2,          2,          0,          7,          1,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      231,   -31.44,    40.69,     0.76,    -0.78,    -0.14,    -1.25,          2,          2,          0,          2,          1,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      229,   -31.93,    42.36,     0.76,    -0.84,    -0.14,    -1.25,          2,          2,          0,          2,          2,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      225,    -7.54,    43.11,     0.79,    -0.75,    -0.12,    -1.26,          2,          2,          0,          8,          4,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,
      231,   -31.82,    41.13,     0.76,    -0.77,    -0.14,    -1.27,          2,          2,          0,          2,          2,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      227,   -32.42,    41.85,     0.75,    -0.84,    -0.14,    -1.27,          2,          2,          0,          2,          3,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
       43,   -11.91,    41.86,     0.61,    -0.79,    -0.23,    -1.28,          2,          2,          0,          3,          2,          0,          4,          0,          0,          0,          0,          1,          0,          0,          0,          0,
      227,   -32.33,    41.41,     0.75,    -0.80,    -0.15,    -1.28,          2,          2,          0,          2,          1,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      235,   -31.96,    41.28,     0.76,    -0.80,    -0.14,    -1.28,          2,          2,          0,          2,          4,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      215,    -7.90,    42.33,     0.78,    -0.83,    -0.13,    -1.29,          2,          2,          0,          8,          4,          0,          1,          0,          0,          0,          0,          1,          0,          0,          0,          0,
      226,   -32.96,    42.92,     0.74,    -0.85,    -0.15,    -1.31,          2,          2,          0,          2,          4,          0,          4,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      424,    -7.40,    41.98,     0.84,    -0.72,    -0.09,    -1.33,          2,          2,          0,          4,          1,          0,          3,          0,          0,          0,          0,          1,          0,          0,          0,          0,
      113,   -52.28,    43.36,     0.56,    -0.93,    -0.25,    -1.33,          2,          2,          0,          8,          3,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      167,   -39.93,    38.32,     0.67,    -0.84,    -0.21,    -1.33,          2,          2,          0,          6,          4,          0,          2,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      101,   -56.89,    44.55,     0.50,    -0.92,    -0.28,    -1.34,          2,          2,          0,          8,          4,          0,          4,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      117,   -51.45,    46.15,     0.56,    -0.95,    -0.24,    -1.35,          2,          2,          0,          8,          1,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      226,   -34.34,    42.48,     0.74,    -0.87,    -0.15,    -1.35,          2,          2,          0,          1,          1,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      235,   -33.74,    41.28,     0.75,    -0.82,    -0.15,    -1.36,          2,          2,          0,          2,          4,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      155,   -41.95,    43.23,     0.63,    -0.83,    -0.21,    -1.36,          2,          2,          0,          6,          4,          0,          4,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      123,   -50.14,    43.09,     0.57,    -0.93,    -0.25,    -1.36,          2,          2,          0,          8,          4,          0,          2,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      124,   -49.72,    42.74,     0.57,    -0.93,    -0.25,    -1.36,          2,          2,          0,          8,          2,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      211,   -34.55,    41.23,     0.72,    -0.86,    -0.17,    -1.37,          2,          2,          0,          7,          4,          0,          3,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      117,   -51.84,    45.30,     0.55,    -0.93,    -0.25,    -1.37,          2,          2,          0,          8,          4,          0,          3,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      165,   -41.36,    37.58,     0.66,    -0.84,    -0.21,    -1.37,          2,          2,          0,          6,          2,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      117,   -51.87,    45.30,     0.55,    -0.93,    -0.25,    -1.37,          2,          2,          0,          8,          2,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      146,   -44.52,    39.73,     0.62,    -0.89,    -0.23,    -1.37,          2,          2,          0,          6,          1,          0,          2,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      214,   -34.71,    40.65,     0.72,    -0.82,    -0.17,    -1.38,          2,          2,          0,          7,          4,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      233,   -34.40,    40.34,     0.74,    -0.80,    -0.16,    -1.39,          2,          2,          0,          2,          4,          0,          2,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      204,   -35.90,    40.20,     0.71,    -0.86,    -0.18,    -1.39,          2,          2,          0,          7,          2,          0,          2,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      212,   -35.19,    41.04,     0.72,    -0.87,    -0.17,    -1.39,          2,          2,          0,          7,          1,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      212,   -35.28,    41.04,     0.72,    -0.86,    -0.17,    -1.40,          2,          2,          0,          7,          4,          0,          2,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      210,   -35.49,    40.95,     0.71,    -0.87,    -0.17,    -1.40,          2,          2,          0,          7,          2,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      123,   -51.42,    43.09,     0.56,    -0.93,    -0.25,    -1.40,          2,          2,          0,          8,          1,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      212,   -35.44,    40.57,     0.71,    -0.87,    -0.17,    -1.40,          2,          2,          0,          7,          2,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      171,   -41.29,    38.60,     0.66,    -0.85,    -0.21,    -1.41,          2,          2,          0,          6,          4,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      232,   -34.88,    41.81,     0.73,    -0.80,    -0.15,    -1.41,          2,          2,          0,          1,          4,          0,          3,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      213,   -35.54,    41.31,     0.71,    -0.85,    -0.17,    -1.41,          2,          2,          0,          7,          4,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      169,   -42.14,    38.46,     0.65,    -0.85,    -0.21,    -1.42,          2,          2,          0,          6,          4,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      210,   -36.33,    40.95,     0.70,    -0.87,    -0.17,    -1.43,          2,          2,          0,          7,          3,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      188,   -39.95,    38.30,     0.68,    -0.85,    -0.20,    -1.45,          2,          2,          0,          7,          1,          0,          3,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      205,   -37.10,    40.00,     0.69,    -0.86,    -0.18,    -1.45,          2,          2,          0,          7,          3,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      205,   -37.60,    40.49,     0.69,    -0.87,    -0.18,    -1.46,          2,          2,          0,          7,          4,          0,          4,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      235,   -36.37,    40.85,     0.73,    -0.84,    -0.16,    -1.46,          2,          2,          0,          1,          4,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      188,   -40.61,    38.83,     0.68,    -0.90,    -0.20,    -1.47,          2,          2,          0,          7,          2,          0,          3,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      235,   -36.47,    41.70,     0.73,    -0.88,    -0.16,    -1.47,          2,          2,          0,          1,          4,          0,          2,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      233,   -36.81,    41.63,     0.72,    -0.87,    -0.16,    -1.48,          2,          2,          0,          1,          1,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      233,   -36.88,    41.63,     0.72,    -0.87,    -0.16,    -1.48,          2,          2,          0,          1,          2,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      187,   -41.42,    40.11,     0.67,    -0.90,    -0.20,    -1.49,          2,          2,          0,          7,          3,          0,          2,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      158,   -46.01,    39.24,     0.62,    -0.88,    -0.23,    -1.50,          2,          2,          0,          6,          3,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      158,   -46.58,    39.24,     0.61,    -0.89,    -0.24,    -1.51,          2,          2,          0,          6,          1,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      125,   -54.94,    41.60,     0.53,    -0.95,    -0.27,    -1.52,          2,          2,          0,          8,          4,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      163,   -46.21,    36.20,     0.62,    -0.90,    -0.24,    -1.52,          2,          2,          0,          6,          1,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      235,   -37.78,    40.43,     0.72,    -0.89,    -0.17,    -1.52,          2,          2,          0,          1,          4,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      327,    -8.65,    41.59,     0.79,    -0.87,    -0.13,    -1.53,          2,          2,          0,          7,          2,          0,          4,          0,          0,          0,          0,          1,          0,          0,          0,          0,
      127,   -54.78,    40.16,     0.54,    -0.95,    -0.28,    -1.53,          2,          2,          0,          8,          4,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      312,    -8.45,    41.99,     0.79,    -0.80,    -0.12,    -1.54,          2,          2,          0,          6,          3,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,
      159,   -46.96,    38.99,     0.61,    -0.89,    -0.24,    -1.54,          2,          2,          0,          6,          2,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      160,   -49.29,    36.88,     0.58,    -0.90,    -0.26,    -1.64,          2,          2,          0,          6,          4,          0,          3,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      236,   -40.77,    41.53,     0.70,    -0.89,    -0.17,    -1.65,          2,          2,          0,          5,          1,          0,          4,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      236,   -40.77,    41.53,     0.70,    -0.89,    -0.17,    -1.65,          2,          2,          0,          5,          4,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      236,   -40.77,    41.53,     0.70,    -0.89,    -0.17,    -1.65,          2,          2,          0,          5,          2,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      236,   -40.77,    41.53,     0.70,    -0.89,    -0.17,    -1.65,          2,          2,          0,          5,          3,          0,          2,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      236,   -40.77,    41.53,     0.70,    -0.89,    -0.17,    -1.65,          2,          2,          0,          5,          4,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      236,   -40.77,    41.53,     0.70,    -0.89,    -0.17,    -1.65,          2,          2,          0,          5,          3,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      236,   -40.77,    41.53,     0.70,    -0.89,    -0.17,    -1.65,          2,          2,          0,          5,          3,          0,          4,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      236,   -40.77,    41.53,     0.70,    -0.89,    -0.17,    -1.65,          2,          2,          0,          5,          1,          0,          2,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      236,   -40.77,    41.53,     0.70,    -0.89,    -0.17,    -1.65,          2,          2,          0,          5,          2,          0,          3,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      236,   -40.77,    41.53,     0.70,    -0.89,    -0.17,    -1.65,          2,          2,          0,          5,          4,          0,          3,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      236,   -40.77,    41.53,     0.70,    -0.89,    -0.17,    -1.65,          2,          2,          0,          5,          3,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      236,   -40.77,    41.53,     0.70,    -0.89,    -0.17,    -1.65,          2,          2,          0,          5,          2,          0,          2,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      236,   -40.77,    41.53,     0.70,    -0.89,    -0.17,    -1.65,          2,          2,          0,          5,          2,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      236,   -40.77,    41.53,     0.70,    -0.89,    -0.17,    -1.65,          2,          2,          0,          5,          4,          0,          4,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      236,   -40.77,    41.53,     0.70,    -0.89,    -0.17,    -1.65,          2,          2,          0,          5,          4,          0,          2,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      236,   -40.77,    41.53,     0.70,    -0.89,    -0.17,    -1.65,          2,          2,          0,          5,          1,          0,          1,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      236,   -40.77,    41.53,     0.70,    -0.89,    -0.17,    -1.65,          2,          2,          0,          5,          3,          0,          3,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      236,   -40.77,    41.53,     0.70,    -0.89,    -0.17,    -1.65,          2,          2,          0,          5,          2,          0,          4,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      236,   -40.77,    41.53,     0.70,    -0.89,    -0.17,    -1.65,          2,          2,          0,          5,          1,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      236,   -40.77,    41.53,     0.70,    -0.89,    -0.17,    -1.65,          2,          2,          0,          5,          1,          0,          3,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      320,    -9.57,    41.56,     0.77,    -0.78,    -0.14,    -1.71,          2,          2,          0,          7,          3,          0,          3,          0,          0,          0,          0,          1,          0,          0,          0,          0,
      152,   -56.25,    38.82,     0.55,    -0.99,    -0.28,    -1.79,          2,          2,          0,          7,          1,          0,          4,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      274,    -9.96,    41.61,     0.74,    -0.94,    -0.15,    -1.82,          2,          2,          0,          6,          1,          0,          2,          0,          0,          0,          0,          1,          0,          0,          0,          0,
      318,   -11.53,    42.14,     0.74,    -0.97,    -0.15,    -2.01,          2,          2,          0,          7,          1,          0,          4,          0,          0,          0,          0,          1,          0,          0,          0,          0,
      154,   -62.19,    36.36,     0.49,    -0.97,    -0.33,    -2.06,          2,          2,          0,          7,          3,          0,          3,          0,          0,          0,          0,          2,          0,          0,          0,          0,
      152,   -67.65,    38.16,     0.46,    -0.98,    -0.34,    -2.22,          2,          2,          0,          7,          2,          0,          4,          0,          0,          0,          0,          2,          0,          0,          0,          0,
