# TimeStamp   : 2020-06-17 15:12:36
# Strategy    : MasterCode
# Symbol      : BO
# TimeFrame   : M15
# Date Range  : 2010-01-03 --> 2019-12-31
#
#<Strategies/MasterCode.xml>
# <?xml version='1.0' encoding='UTF-8'?>
# <!--
# === All parameters need to be INTEGER ===
# 
#  - Main node within <Inputs> and </Inputs>
# 
#  - Fixed-input parameters are with syntax:
# 
#     <Input>
#       <Name>parameter_name</Name>
#       <Value>0.5</Value>
#     </Input>
# 
#  - Optimizable parameter are with syntax:
# 
#     <OptRange>
#       <Name>parameter_name</Name>
#       <Start>1</Start>
#       <Stop>20</Stop>
#       <Step>1</Step>
#     </OptRange>
# 
# For Backtest: only the <Start> value of <OptRange> parameters is read.
# -->
# <Inputs>
#     <Input>
#         <Name>BOMR_switch</Name>        <!-- 1 = BO, 2 = MR -->
#         <Value>1</Value>
#     </Input>
#     <Input>
#         <Name>Side_switch</Name>        <!-- 1 = L, 2 = S, 3 = both -->
#         <Value>2</Value>
#     </Input>
#     <Input>
#         <Name>MyStop</Name>             <!--  Stop-Loss in USD per contract -->
#         <Value>0</Value>
#     </Input>
#     <OptRange>
#         <Name>POI_switch</Name>         <!-- 1..7:1 -->
#         <Start>1</Start>
#         <Stop>7</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Distance_switch</Name>    <!-- 1..3:1 -->
#         <Start>1</Start>
#         <Stop>3</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>DOW_switch</Name>         <!-- 0..5:1 -->
#         <Start>0</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Intraday_switch</Name>    <!-- 0..10:1 -->
#         <Start>0</Start>
#         <Stop>10</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Filter1L_switch</Name>    <!-- 0..50:1 -->
#         <Start>0</Start>
#         <Stop>50</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Filter1S_switch</Name>    <!-- 0..50:1 -->
#         <Start>0</Start>
#         <Stop>50</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>fractN_long</Name>        <!-- 0..5:1 -->
#         <Start>0</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>fractN_short</Name>       <!-- 0..5:1 -->
#         <Start>0</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <Input>
#         <Name>epsilon</Name>            <!-- always 0 (used in stability test) -->
#         <Value>0</Value>
#     </Input>
# </Inputs>
#</Strategies/MasterCode.xml>
#
#  Ntrades,  AvgTicks,   WinPerc, PftFactor,    NP/MDD, Expectancy,   Z-score, BOMR_switch, Side_switch,    MyStop, POI_switch, Distance_switch, DOW_switch, Intraday_switch, Filter1L_switch, Filter1S_switch, fractN_long, fractN_short,   epsilon, 
        1,     12.00,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           1,           3,           3,           0,          34,           0,           1,           0, 
        3,    139.67,     66.67,      3.93,      2.93,      0.98,      0.00,           1,           2,           0,           6,           1,           0,           3,           0,          19,           0,           2,           0, 
        3,    472.67,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           1,           0,           0,           0,           8,           0,           2,           0, 
        7,      2.14,     57.14,      1.19,      0.25,      0.08,      0.00,           1,           2,           0,           3,           3,           0,           6,           0,          20,           0,           0,           0, 
       27,     16.85,     44.44,      1.38,      0.56,      0.21,      0.00,           1,           2,           0,           3,           2,           1,           0,           0,           8,           0,           1,           0, 
       17,     63.00,     64.71,     13.03,     23.80,      4.25,      0.00,           1,           2,           0,           6,           1,           1,           3,           0,           5,           0,           2,           0, 
       25,      8.28,     52.00,      1.23,      0.33,      0.11,      0.00,           1,           2,           0,           6,           3,           0,           6,           0,          32,           0,           0,           0, 
        3,     64.33,     66.67,      2.35,      1.35,      0.45,      0.00,           1,           2,           0,           6,           1,           1,           6,           0,          19,           0,           2,           0, 
        2,    281.00,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           4,           2,           3,           0,           0,          49,           0,           4,           0, 
        6,    102.00,     50.00,      4.27,      5.77,      1.64,      0.00,           1,           2,           0,           3,           2,           0,           0,           0,          34,           0,           2,           0, 
        1,     76.00,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           2,           0,           3,           0,          30,           0,           3,           0, 
        3,    200.67,     66.67,     51.17,     50.17,     16.72,      0.00,           1,           2,           0,           6,           3,           1,           0,           0,           8,           0,           0,           0, 
        4,    175.50,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           1,           0,           3,           0,          30,           0,           1,           0, 
       23,     11.17,     39.13,      1.24,      0.54,      0.14,      0.00,           1,           2,           0,           5,           2,           4,           0,           0,          44,           0,           4,           0, 
        7,    -71.71,     42.86,      0.18,     -0.98,     -0.47,      0.00,           1,           2,           0,           4,           2,           0,           0,           0,          47,           0,           4,           0, 
       21,     79.57,     66.67,     10.34,     12.66,      3.11,      0.00,           1,           2,           0,           6,           1,           1,           3,           0,           4,           0,           2,           0, 
        6,     -0.17,     33.33,      1.00,     -0.00,     -0.00,      0.00,           1,           2,           0,           6,           1,           0,           6,           0,          49,           0,           1,           0, 
       13,     94.85,     69.23,      3.35,      2.84,      0.72,      0.00,           1,           2,           0,           6,           1,           4,           0,           0,          41,           0,           1,           0, 
       24,     30.37,     45.83,      1.90,      1.64,      0.49,      0.00,           1,           2,           0,           6,           1,           4,           0,           0,          24,           0,           1,           0, 
        8,     25.63,     50.00,      1.44,      0.49,      0.22,      0.00,           1,           2,           0,           6,           2,           0,           6,           0,          24,           0,           3,           0, 
       22,     44.45,     59.09,      3.55,      3.44,      1.04,      0.00,           1,           2,           0,           6,           1,           1,           6,           0,          17,           0,           2,           0, 
       13,     76.69,     69.23,      4.04,      6.97,      0.94,      0.00,           1,           2,           0,           6,           1,           1,           0,           0,          30,           0,           2,           0, 
        0,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           2,           0,           3,           0,          28,           0,           3,           0, 
       29,     36.21,     51.72,      4.03,      8.14,      1.47,      0.00,           1,           2,           0,           6,           1,           3,           0,           0,          20,           0,           1,           0, 
        9,     90.56,     55.56,      4.35,      4.07,      1.49,      0.00,           1,           2,           0,           3,           3,           0,           6,           0,          19,           0,           0,           0, 
        2,     28.00,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           2,           0,           3,           0,          27,           0,           3,           0, 
        3,    480.67,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           1,           1,           0,           0,           8,           0,           1,           0, 
       22,     19.14,     54.55,      1.64,      1.13,      0.29,      0.00,           1,           2,           0,           6,           1,           0,           3,           0,          32,           0,           1,           0, 
       11,     84.82,     63.64,      5.24,      4.91,      1.54,      0.00,           1,           2,           0,           6,           1,           0,           6,           0,          10,           0,           2,           0, 
       23,     -1.83,     39.13,      0.96,     -0.06,     -0.02,      0.00,           1,           2,           0,           6,           1,           3,           0,           0,          19,           0,           1,           0, 
       17,     33.47,     47.06,      2.66,      3.53,      0.88,      0.00,           1,           2,           0,           3,           2,           0,           0,           0,          30,           0,           2,           0, 
       25,     41.20,     64.00,      4.07,      8.17,      1.10,      0.00,           1,           2,           0,           6,           1,           3,           3,           0,          36,           0,           1,           0, 
        7,     83.29,     85.71,     84.29,     83.29,     11.90,      0.00,           1,           2,           0,           6,           1,           3,           6,           0,          20,           0,           1,           0, 
       29,     44.66,     48.28,      3.09,      6.54,      1.08,      0.00,           1,           2,           0,           6,           1,           4,           0,           0,          27,           0,           1,           0, 
       24,     -1.83,     50.00,      0.94,     -0.14,     -0.03,      0.00,           1,           2,           0,           6,           1,           3,           3,           0,          37,           0,           1,           0, 
       22,     34.09,     50.00,      2.40,      2.25,      0.70,      0.00,           1,           2,           0,           6,           1,           1,           6,           0,          14,           0,           2,           0, 
        9,     63.89,     55.56,      3.31,      4.83,      1.03,      0.00,           1,           2,           0,           6,           1,           0,           3,           0,          33,           0,           1,           0, 
       20,     71.05,     65.00,      6.57,     10.08,      1.95,      0.00,           1,           2,           0,           6,           1,           0,           3,           0,          17,           0,           2,           0, 
        3,     -0.33,     66.67,      0.98,     -0.02,     -0.01,      0.00,           1,           2,           0,           6,           2,           0,           6,           0,          27,           0,           3,           0, 
        6,    -34.67,     50.00,      0.56,     -0.46,     -0.22,      0.00,           1,           2,           0,           6,           1,           4,           0,           0,          28,           0,           1,           0, 
        3,    193.33,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           3,           0,           6,           0,          30,           0,           0,           0, 
        6,     62.67,     33.33,      3.43,      2.43,      1.62,      0.00,           1,           2,           0,           5,           2,           0,           0,           0,          28,           0,           4,           0, 
       14,     31.86,     42.86,      1.76,      0.85,      0.43,      0.00,           1,           2,           0,           3,           2,           0,           0,           0,          28,           0,           2,           0, 
       17,     51.12,     52.94,      3.03,      3.09,      0.96,      0.00,           1,           2,           0,           6,           1,           3,           3,           0,          38,           0,           1,           0, 
        8,     23.38,     50.00,      1.39,      0.43,      0.19,      0.00,           1,           2,           0,           6,           2,           0,           3,           0,          24,           0,           3,           0, 
       10,     13.00,     50.00,      1.18,      0.23,      0.09,      0.00,           1,           2,           0,           6,           1,           4,           3,           0,          47,           0,           1,           0, 
        1,     12.00,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           1,           0,           3,           0,          34,           0,           1,           0, 
       18,     -4.28,     27.78,      0.92,     -0.08,     -0.06,      0.00,           1,           2,           0,           4,           2,           0,           0,           0,          41,           0,           4,           0, 
        3,    -11.67,     33.33,      0.72,     -0.28,     -0.19,      0.00,           1,           2,           0,           6,           1,           0,           6,           0,          49,           0,           2,           0, 
        0,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           2,           0,           6,           0,          28,           0,           3,           0, 
       22,     59.23,     54.55,      4.33,      6.82,      1.51,      0.00,           1,           2,           0,           6,           1,           0,           6,           0,          14,           0,           2,           0, 
       21,     69.81,     57.14,      5.84,     14.81,      2.07,      0.00,           1,           2,           0,           3,           2,           1,           0,           0,          30,           0,           1,           0, 
       10,     14.20,     50.00,      1.20,      0.25,      0.10,      0.00,           1,           2,           0,           6,           1,           0,           6,           0,          47,           0,           2,           0, 
        5,    116.20,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           1,           3,           6,           0,          41,           0,           1,           0, 
        7,    125.29,     85.71,     19.66,     18.66,      2.67,      0.00,           1,           2,           0,           6,           2,           0,           0,           0,          41,           0,           3,           0, 
       10,     38.00,     60.00,      2.73,      2.00,      0.69,      0.00,           1,           2,           0,           6,           1,           1,           6,           0,          10,           0,           2,           0, 
        4,     21.25,     50.00,      1.99,      1.20,      0.49,      0.00,           1,           2,           0,           3,           3,           0,           3,           0,          28,           0,           0,           0, 
       17,     85.88,     58.82,      8.05,     12.27,      2.90,      0.00,           1,           2,           0,           6,           1,           4,           0,           0,          30,           0,           1,           0, 
        4,     20.00,     25.00,      1.98,      1.14,      0.73,      0.00,           1,           2,           0,           5,           2,           0,           0,           0,          30,           0,           4,           0, 
       24,     23.38,     58.33,      1.66,      1.07,      0.27,      0.00,           1,           2,           0,           6,           2,           0,           3,           0,          21,           0,           3,           0, 
       28,      7.54,     39.29,      1.18,      0.28,      0.11,      0.00,           1,           2,           0,           6,           1,           0,           0,           0,          19,           0,           1,           0, 
       28,     42.18,     57.14,      2.70,      4.03,      0.73,      0.00,           1,           2,           0,           4,           2,           0,           0,           0,          38,           0,           4,           0, 
        3,   -140.00,      0.00,      0.00,     -1.00,     -1.00,      0.00,           1,           2,           0,           6,           1,           4,           3,           0,          49,           0,           1,           0, 
       25,     54.92,     64.00,      3.26,      4.46,      0.81,      0.00,           1,           2,           0,           5,           2,           4,           0,           0,           5,           0,           4,           0, 
       12,     41.08,     25.00,      2.92,      2.01,      1.44,      0.00,           1,           2,           0,           5,           2,           4,           0,           0,          41,           0,           4,           0, 
        1,     74.00,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           2,           0,           6,           0,          30,           0,           3,           0, 
       13,     73.38,     61.54,      6.16,      8.44,      1.98,      0.00,           1,           2,           0,           6,           1,           1,           0,           0,          49,           0,           2,           0, 
        2,      2.50,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           2,           0,           3,           0,          20,           0,           3,           0, 
        5,     45.80,     60.00,      2.23,      1.23,      0.49,      0.00,           1,           2,           0,           3,           3,           0,           3,           0,          49,           0,           0,           0, 
        2,     95.00,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           3,           0,           6,           0,          28,           0,           0,           0, 
       29,      0.59,     51.72,      1.02,      0.08,      0.01,      0.00,           1,           2,           0,           6,           1,           0,           3,           0,          37,           0,           1,           0, 
       28,     18.11,     53.57,      1.66,      1.17,      0.30,      0.00,           1,           2,           0,           6,           1,           0,           6,           0,          45,           0,           2,           0, 
        0,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           1,           1,           6,           0,           8,           0,           2,           0, 
        3,     -7.67,     66.67,      0.89,     -0.11,     -0.04,      0.00,           1,           2,           0,           3,           3,           0,           3,           0,          30,           0,           0,           0, 
       18,     11.67,     44.44,      1.24,      0.40,      0.13,      0.00,           1,           2,           0,           3,           2,           1,           0,           0,          28,           0,           1,           0, 
       22,    -11.32,     40.91,      0.76,     -0.34,     -0.14,      0.00,           1,           2,           0,           5,           2,           0,           0,           0,          32,           0,           4,           0, 
        4,    135.50,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           1,           3,           3,           0,          41,           0,           1,           0, 
       20,     59.00,     55.00,      3.66,      6.18,      1.20,      0.00,           1,           2,           0,           6,           1,           0,           3,           0,          14,           0,           2,           0, 
       20,     45.45,     50.00,      3.01,      3.23,      1.01,      0.00,           1,           2,           0,           6,           1,           0,           3,           0,          38,           0,           1,           0, 
        0,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           2,           0,           3,           0,          19,           0,           3,           0, 
       29,     20.62,     55.17,      1.77,      1.38,      0.35,      0.00,           1,           2,           0,           6,           1,           0,           6,           0,          44,           0,           2,           0, 
        7,    105.00,     42.86,      8.35,      9.42,      4.20,      0.00,           1,           2,           0,           6,           1,           1,           0,           0,          34,           0,           1,           0, 
        2,     95.00,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           1,           3,           6,           0,          28,           0,           1,           0, 
       25,     30.44,     52.00,      1.88,      1.79,      0.42,      0.00,           1,           2,           0,           6,           1,           1,           6,           0,           7,           0,           2,           0, 
       28,     43.61,     57.14,      3.58,      5.26,      1.11,      0.00,           1,           2,           0,           3,           3,           1,           0,           0,          35,           0,           0,           0, 
        5,     58.40,     60.00,      2.37,      2.39,      0.55,      0.00,           1,           2,           0,           5,           2,           0,           0,           0,          33,           0,           4,           0, 
       28,     13.82,     53.57,      1.46,      1.10,      0.21,      0.00,           1,           2,           0,           6,           1,           4,           0,           0,          32,           0,           1,           0, 
        9,     63.56,     66.67,      9.29,     14.67,      2.76,      0.00,           1,           2,           0,           6,           3,           0,           6,           0,          27,           0,           0,           0, 
        7,     90.00,     42.86,      6.25,      5.83,      3.00,      0.00,           1,           2,           0,           5,           2,           4,           0,           0,           8,           0,           4,           0, 
       14,     35.07,     57.14,      1.91,      1.49,      0.39,      0.00,           1,           2,           0,           6,           1,           1,           0,           0,          19,           0,           2,           0, 
       25,      6.68,     48.00,      1.16,      0.24,      0.08,      0.00,           1,           2,           0,           3,           3,           0,           3,           0,          32,           0,           0,           0, 
        2,     33.50,     50.00,      1.91,      0.91,      0.45,      0.00,           1,           2,           0,           4,           2,           0,           0,           0,          34,           0,           4,           0, 
       21,     45.95,     52.38,      3.23,      3.71,      1.06,      0.00,           1,           2,           0,           6,           1,           3,           6,           0,          38,           0,           1,           0, 
        4,    184.00,     50.00,     11.51,     10.51,      5.26,      0.00,           1,           2,           0,           3,           3,           1,           0,           0,          34,           0,           0,           0, 
        1,    118.00,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           5,           2,           0,           0,           0,          34,           0,           4,           0, 
       22,     52.41,     59.09,      3.76,      4.59,      1.13,      0.00,           1,           2,           0,           3,           2,           0,           0,           0,          20,           0,           2,           0, 
       20,     57.45,     50.00,      3.26,      3.98,      1.13,      0.00,           1,           2,           0,           5,           2,           4,           0,           0,          38,           0,           4,           0, 
       20,     39.15,     45.00,      2.91,      4.92,      1.05,      0.00,           1,           2,           0,           3,           2,           0,           0,           0,          49,           0,           1,           0, 
       12,     37.50,     41.67,      1.75,      1.54,      0.44,      0.00,           1,           2,           0,           3,           3,           0,           3,           0,          33,           0,           0,           0, 
       26,     36.81,     46.15,      2.18,      2.16,      0.63,      0.00,           1,           2,           0,           6,           1,           0,           0,           0,          24,           0,           1,           0, 
       13,     52.46,     76.92,      5.91,      6.50,      1.13,      0.00,           1,           2,           0,           6,           2,           0,           3,           0,          17,           0,           3,           0, 
        5,    173.60,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           1,           0,           3,           0,          41,           0,           1,           0, 
       23,     65.13,     60.87,      7.14,     10.62,      2.40,      0.00,           1,           2,           0,           6,           1,           0,           6,           0,          17,           0,           2,           0, 
        3,    485.67,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           1,           3,           0,           0,           8,           0,           1,           0, 
       18,     33.28,     72.22,      2.00,      1.09,      0.28,      0.00,           1,           2,           0,           6,           1,           1,           6,           0,           5,           0,           2,           0, 
        7,     46.00,     57.14,      2.45,      3.70,      0.62,      0.00,           1,           2,           0,           4,           2,           0,           0,           0,          33,           0,           4,           0, 
       10,     61.40,     50.00,      2.35,      2.22,      0.67,      0.00,           1,           2,           0,           3,           3,           1,           0,           0,          33,           0,           0,           0, 
        3,    166.00,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           1,           0,           6,           0,          41,           0,           2,           0, 
        2,    -13.00,      0.00,      0.00,     -1.00,     -1.00,      0.00,           1,           2,           0,           3,           3,           0,           3,           0,          34,           0,           0,           0, 
       11,     29.91,     45.45,      1.62,      0.65,      0.34,      0.00,           1,           2,           0,           4,           2,           0,           0,           0,           8,           0,           4,           0, 
       23,     56.48,     73.91,      2.88,      2.42,      0.49,      0.00,           1,           2,           0,           6,           1,           1,           6,           0,           4,           0,           2,           0, 
       24,     28.67,     45.83,      1.98,      2.18,      0.53,      0.00,           1,           2,           0,           6,           1,           1,           0,           0,          19,           0,           1,           0, 
       23,     -1.04,     43.48,      0.95,     -0.12,     -0.03,      0.00,           1,           2,           0,           5,           2,           4,           0,           0,          37,           0,           4,           0, 
       29,     -1.07,     44.83,      0.97,     -0.05,     -0.01,      0.00,           1,           2,           0,           4,           2,           0,           0,           0,          32,           0,           4,           0, 
       13,     15.92,     53.85,      1.56,      1.07,      0.26,      0.00,           1,           2,           0,           6,           2,           0,           6,           0,          37,           0,           3,           0, 
       18,     -1.00,     50.00,      0.98,     -0.03,     -0.01,      0.00,           1,           2,           0,           6,           2,           0,           6,           0,          32,           0,           3,           0, 
       11,     82.82,     63.64,      4.94,      4.79,      1.43,      0.00,           1,           2,           0,           6,           1,           0,           3,           0,          10,           0,           2,           0, 
        7,     94.00,     57.14,     12.54,     21.93,      4.95,      0.00,           1,           2,           0,           3,           3,           0,           3,           0,          35,           0,           0,           0, 
       27,     -3.81,     44.44,      0.83,     -0.39,     -0.10,      0.00,           1,           2,           0,           5,           2,           0,           0,           0,          37,           0,           4,           0, 
       11,     62.91,     63.64,      3.97,      7.21,      1.08,      0.00,           1,           2,           0,           6,           1,           4,           0,           0,          33,           0,           1,           0, 
       15,     25.27,     40.00,      1.74,      1.12,      0.44,      0.00,           1,           2,           0,           6,           3,           0,           6,           0,          24,           0,           0,           0, 
       25,     40.80,     52.00,      4.47,     10.74,      1.67,      0.00,           1,           2,           0,           5,           2,           4,           0,           0,          36,           0,           4,           0, 
       14,     67.79,     57.14,      5.99,      9.49,      2.14,      0.00,           1,           2,           0,           6,           1,           1,           0,           0,          49,           0,           1,           0, 
       18,     40.17,     44.44,      2.74,      4.46,      0.97,      0.00,           1,           2,           0,           6,           1,           0,           0,           0,          49,           0,           1,           0, 
       19,     36.05,     52.63,      1.76,      1.13,      0.36,      0.00,           1,           2,           0,           3,           3,           1,           0,           0,           8,           0,           0,           0, 
       23,     34.65,     52.17,      4.03,      8.96,      1.45,      0.00,           1,           2,           0,           6,           1,           1,           0,           0,          20,           0,           2,           0, 
       12,     55.67,     66.67,      3.23,      3.46,      0.74,      0.00,           1,           2,           0,           6,           2,           0,           3,           0,          14,           0,           3,           0, 
       28,     28.32,     50.00,      2.22,      3.52,      0.61,      0.00,           1,           2,           0,           5,           2,           4,           0,           0,          35,           0,           4,           0, 
       25,     37.36,     52.00,      2.26,      1.95,      0.60,      0.00,           1,           2,           0,           5,           2,           0,           0,           0,          38,           0,           4,           0, 
        8,     50.13,     50.00,      3.00,      4.61,      1.00,      0.00,           1,           2,           0,           6,           2,           0,           6,           0,          33,           0,           3,           0, 
       28,     54.39,     64.29,      5.55,     11.54,      1.62,      0.00,           1,           2,           0,           6,           1,           3,           6,           0,           7,           0,           1,           0, 
        7,    -34.86,     42.86,      0.52,     -0.54,     -0.28,      0.00,           1,           2,           0,           6,           1,           0,           0,           0,          28,           0,           1,           0, 
        8,     24.25,     50.00,      2.94,      2.49,      0.97,      0.00,           1,           2,           0,           6,           1,           4,           0,           0,          34,           0,           1,           0, 
       26,    -16.31,     50.00,      0.59,     -0.65,     -0.20,      0.00,           1,           2,           0,           3,           3,           0,           3,           0,          37,           0,           0,           0, 
        1,     12.00,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           1,           3,           6,           0,          34,           0,           1,           0, 
       11,    138.73,     72.73,     12.30,     20.90,      3.08,      0.00,           1,           2,           0,           6,           1,           1,           0,           0,          41,           0,           2,           0, 
        3,    -41.33,      0.00,      0.00,     -1.00,     -1.00,      0.00,           1,           2,           0,           4,           2,           0,           0,           0,          30,           0,           4,           0, 
       23,     13.74,     39.13,      1.49,      1.23,      0.30,      0.00,           1,           2,           0,           5,           2,           4,           0,           0,          14,           0,           4,           0, 
       20,     61.50,     45.00,      3.65,      6.03,      1.46,      0.00,           1,           2,           0,           3,           3,           1,           0,           0,          30,           0,           0,           0, 
        0,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           1,           3,           6,           0,           8,           0,           1,           0, 
       17,     48.06,     52.94,      2.81,      3.06,      0.85,      0.00,           1,           2,           0,           6,           1,           0,           6,           0,          38,           0,           2,           0, 
       24,     45.42,     66.67,      2.98,      3.88,      0.66,      0.00,           1,           2,           0,           3,           3,           0,           3,           0,          38,           0,           0,           0, 
        0,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           1,           0,           3,           0,           8,           0,           2,           0, 
        3,    140.33,     66.67,      3.94,      2.94,      0.98,      0.00,           1,           2,           0,           6,           1,           0,           6,           0,          19,           0,           2,           0, 
       28,      4.43,     46.43,      1.11,      0.19,      0.06,      0.00,           1,           2,           0,           6,           1,           3,           3,           0,          45,           0,           1,           0, 
        1,    118.00,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           5,           2,           4,           0,           0,          34,           0,           4,           0, 
       18,     77.50,     55.56,      6.13,     11.72,      2.28,      0.00,           1,           2,           0,           6,           1,           0,           0,           0,          30,           0,           1,           0, 
        4,    109.25,     50.00,      3.75,      2.75,      1.37,      0.00,           1,           2,           0,           6,           1,           3,           6,           0,          19,           0,           1,           0, 
       10,     13.00,     50.00,      1.18,      0.23,      0.09,      0.00,           1,           2,           0,           6,           1,           0,           3,           0,          47,           0,           1,           0, 
        2,     84.00,    100.00,      0.00,      0.00,      0.00,      0.00,           1,           2,           0,           6,           1,           0,           6,           0,          28,           0,           2,           0, 
       24,     37.92,     41.67,      2.12,      2.05,      0.65,      0.00,           1,           2,           0,           6,           1,           1,           0,           0,          24,           0,           1,           0, 
        1,    -13.00,      0.00,      0.00,     -1.00,     -1.00,      0.00,           1,           2,           0,           6,           2,           0,           6,           0,          34,           0,           3,           0, 
       14,     28.36,     21.43,      2.12,      1.16,      0.88,      0.00,           1,           2,           0,           5,           2,           0,           0,           0,          41,           0,           4,           0, 
       10,     37.40,     50.00,      2.08,      2.04,      0.54,      0.00,           1,           2,           0,           6,           1,           3,           6,           0,          33,           0,           1,           0, 
       20,     24.10,     60.00,      2.23,      2.52,      0.49,      0.00,           1,           2,           0,           6,           1,           0,           6,           0,          37,           0,           2,           0, 
       17,     65.59,     64.71,      4.60,      8.85,      1.27,      0.00,           1,           2,           0,           6,           1,           3,           6,           0,          10,           0,           1,           0, 
       13,     41.15,     53.85,      2.02,      1.19,      0.47,      0.00,           1,           2,           0,           3,           3,           1,           0,           0,          28,           0,           0,           0, 
        6,     75.00,     83.33,     41.91,     40.91,      6.82,      0.00,           1,           2,           0,           6,           1,           0,           6,           0,          20,           0,           2,           0, 
        9,    104.33,     55.56,      3.15,      4.70,      0.96,      0.00,           1,           2,           0,           3,           3,           0,           6,           0,           8,           0,           0,           0, 
       24,     29.38,     54.17,      1.84,      1.66,      0.38,      0.00,           1,           2,           0,           6,           1,           0,           3,           0,           7,           0,           2,           0, 
        5,     23.00,     60.00,      1.54,      0.94,      0.22,      0.00,           1,           2,           0,           5,           2,           4,           0,           0,          33,           0,           4,           0, 
       24,     10.25,     37.50,      1.34,      0.83,      0.21,      0.00,           1,           2,           0,           5,           2,           4,           0,           0,          17,           0,           4,           0, 
       29,     21.17,     55.17,      1.63,      1.73,      0.28,      0.00,           1,           2,           0,           6,           1,           0,           0,           0,          32,           0,           1,           0, 
       23,     62.26,     73.91,      7.88,     14.76,      1.80,      0.00,           1,           2,           0,           6,           1,           0,           6,           0,          36,           0,           2,           0, 
       24,     20.79,     58.33,      1.75,      1.41,      0.31,      0.00,           1,           2,           0,           6,           1,           3,           6,           0,          32,           0,           1,           0, 
        4,    -82.00,     25.00,      0.22,     -0.78,     -0.59,      0.00,           1,           2,           0,           6,           1,           0,           3,           0,          49,           0,           1,           0, 
       11,     93.55,     54.55,      3.33,      5.14,      1.06,      0.00,           1,           2,           0,           3,           3,           0,           3,           0,          41,           0,           0,           0, 
        9,      6.56,     33.33,      1.10,      0.10,      0.07,      0.00,           1,           2,           0,           4,           2,           0,           0,           0,          28,           0,           4,           0, 
       27,      8.67,     48.15,      1.30,      0.43,      0.16,      0.00,           1,           2,           0,           6,           2,           0,           0,           0,          47,           0,           3,           0, 
        6,     75.17,     83.33,     46.10,     45.10,      7.52,      0.00,           1,           2,           0,           6,           3,           0,           6,           0,          20,           0,           0,           0, 
       12,     59.83,     58.33,      3.08,      5.28,      0.86,      0.00,           1,           2,           0,           6,           1,           0,           0,           0,          33,           0,           1,           0, 
       10,     45.10,     70.00,      3.28,      3.79,      0.68,      0.00,           1,           2,           0,           6,           2,           0,           3,           0,          10,           0,           3,           0, 
       28,     46.89,     64.29,      2.71,      2.49,      0.61,      0.00,           1,           2,           0,           6,           1,           0,           6,           0,          35,           0,           2,           0, 
        1,   -112.00,      0.00,      0.00,     -1.00,     -1.00,      0.00,           1,           2,           0,           6,           2,           0,           6,           0,          49,           0,           3,           0, 
        1,    -15.00,      0.00,      0.00,     -1.00,     -1.00,      0.00,           1,           2,           0,           6,           1,           0,           6,           0,          34,           0,           2,           0, 
